Vehicle Model,Battery Capacity (kWh),Charging Station Location,Charging Start Time,Charging Duration (hours),Charging Rate (kW),Energy Consumed (kWh),State of Charge (Start %),State of Charge (End %),Temperature (°C),Vehicle Age (years),Charger Type,User Type
Hyundai Kona,73.12335806342372,New York,2024-01-09 18:00:00,4.137720940577522,5.664061323857728,14.715297372604425,43.82866487243581,63.03171336207126,20.59997159513032,2,Level 1,Casual Driver
Hyundai Kona,64.77224954178182,Chicago,2024-02-19 02:00:00,2.842372007641236,31.874003998266716,63.499651368678535,15.424275231837553,100.0,12.156103540084437,5,Level 2,Casual Driver
Chevy Bolt,,San Francisco,2024-02-23 07:00:00,3.7589442386601193,8.477779404884945,24.19179293384007,23.80957655667531,64.23687327663231,7.107037416040608,4,Level 1,Long-Distance Traveler
Chevy Bolt,63.735979163670876,New York,2024-03-01 00:00:00,2.148478361144413,5.206451772391567,11.0337941396668,44.95061087416201,63.26393619612418,8.084067757139243,8,Level 1,Casual Driver
Tesla Model 3,77.3117580440799,Houston,2024-01-18 16:00:00,0.6655000672989045,5.418171880006792,4.881850031773853,40.72096926361585,44.70136163258691,5.446469035177298,1,Level 1,Casual Driver
Nissan Leaf,39.50266447498257,Los Angeles,2024-03-27 14:00:00,4.5694978138964295,7.948365962181363,27.34843626514796,55.98365645367579,100.0,-16.119292962686984,3,Level 1,Long-Distance Traveler
Chevy Bolt,55.67130394081535,Los Angeles,2024-02-06 07:00:00,1.075070697160199,7.086952602069798,8.02964405050662,22.500156607330553,35.51484577857366,18.12488329371878,8,Level 1,Long-Distance Traveler
Hyundai Kona,64.54942223605819,Los Angeles,2024-01-27 09:00:00,4.765718058708432,8.780351085440948,21.091705443547536,47.48023953592471,80.15271325833322,33.22818626594916,5,Level 1,Commuter
BMW i3,48.566398782498844,Houston,2024-03-23 07:00:00,3.073471647197495,,5.21666011389603,23.913407873676253,33.35532146416353,,4,Level 1,Long-Distance Traveler
Hyundai Kona,,New York,2024-02-08 06:00:00,1.8750337745964347,8.402218249596954,10.230438866873564,43.138920283497825,54.81010439592119,50.71385467343269,6,Level 1,Commuter
Nissan Leaf,41.46138320784455,Houston,2024-01-19 11:00:00,2.729860804903301,10.80855829445978,25.943926516069812,44.32701289953856,100.0,36.63653368736729,5,Level 2,Casual Driver
Hyundai Kona,69.28612794567181,Los Angeles,2024-02-29 18:00:00,2.7573341401539238,6.691116261482456,20.51727229076269,12.919542238041771,48.822112436746664,19.781313986351343,3,Level 1,Long-Distance Traveler
Tesla Model 3,77.1578456573025,San Francisco,2024-03-03 17:00:00,0.6047918574916186,5.765641707978537,8.680018167963809,40.6611521946073,53.66154594789637,6.667018139464599,5,Level 1,Long-Distance Traveler
Nissan Leaf,39.56335317798199,Chicago,2024-01-20 14:00:00,2.099569333478624,6.08990675866516,11.659295322389223,5.775989497021862,29.90528368771379,0.8348254246445137,4,Level 1,Long-Distance Traveler
BMW i3,45.085542471676106,Houston,2024-02-17 13:00:00,3.8293960979431283,21.485626769369606,60.233780716629305,37.57869883935495,100.0,18.635795897730752,1,Level 2,Casual Driver
Tesla Model 3,84.51466267449987,Houston,2024-02-08 14:00:00,2.795311350278186,59.10802911674957,106.96120091855339,50.33892275952487,100.0,20.81744776218559,1,DC Fast Charger,Commuter
Nissan Leaf,35.568190819904274,New York,2024-03-14 05:00:00,1.5990355265431289,16.229800603394764,21.773223660353523,9.734127384349266,68.12634677869835,17.547354630482694,7,Level 2,Casual Driver
BMW i3,33.291619786122546,New York,2024-01-05 11:00:00,2.007994370166248,11.05978497795,16.910145958501477,66.01620306710677,100.0,32.8318774435117,4,Level 2,Casual Driver
Tesla Model 3,70.73593400290827,Houston,2024-02-15 15:00:00,4.383744769021771,16.80973214444193,48.050875442057475,34.81910957931453,100.0,37.96498515488264,1,Level 2,Long-Distance Traveler
Tesla Model 3,76.69329554639764,Los Angeles,2024-01-05 22:00:00,2.864973515676033,27.1121796596408,51.089433422736256,65.99705791556403,100.0,25.67208669864228,6,Level 2,Commuter
Nissan Leaf,44.34935808810616,Chicago,2024-01-31 18:00:00,2.877584551480562,13.775043322542126,38.0139962822353,11.980897539923614,97.3529490982348,26.317591679054615,1,Level 2,Casual Driver
Chevy Bolt,54.06295305086707,New York,2024-02-16 15:00:00,4.826603565729545,,15.579908763277938,66.74366863726976,94.88307817722514,16.213336853692446,8,Level 1,Long-Distance Traveler
Tesla Model 3,,Los Angeles,2024-02-22 17:00:00,1.943966295664895,8.679154749623663,15.99728098604354,12.097811462647538,44.72697398282746,19.940983099200498,9,Level 1,Casual Driver
Tesla Model 3,,San Francisco,2024-02-27 23:00:00,2.657935062978028,6.883142913491293,8.902468563826819,34.99722689933684,47.6151920520703,24.9396014408882,3,Level 1,Casual Driver
BMW i3,40.83651464605058,New York,2024-02-29 21:00:00,4.152711189743753,,147.28742746408903,65.96948433724626,100.0,16.199142046806426,7,DC Fast Charger,Long-Distance Traveler
Hyundai Kona,55.86408561611994,Los Angeles,2024-01-02 01:00:00,3.9151051199916336,11.825522582752482,36.396382275462926,20.126033025276648,82.6354113261589,27.93016604959339,5,Level 2,Long-Distance Traveler
Nissan Leaf,36.21954535591344,Los Angeles,2024-01-31 23:00:00,1.6960973986790266,20.39195456234492,14.241702290164856,7.261023755817713,45.596198525429266,7.325891417146542,3,Level 2,Commuter
Nissan Leaf,44.33641705043499,Chicago,2024-01-25 10:00:00,1.1799097142242363,9.67435433271,14.593478885324902,56.55219387683436,91.44044074921581,11.213572576402084,5,Level 1,Casual Driver
Chevy Bolt,60.46872041757659,Chicago,2024-03-09 09:00:00,3.653170592843157,16.365591769339176,50.10947256618019,43.73243644848564,100.0,7.437042843874572,7,Level 2,Long-Distance Traveler
Chevy Bolt,62.07373271165591,San Francisco,2024-01-12 21:00:00,1.6594527956323764,,15.179416725132524,38.404877538593645,65.26457396208025,11.976534632294406,7,Level 1,Long-Distance Traveler
Nissan Leaf,,Los Angeles,2024-01-25 05:00:00,4.652041228359085,6.528619233879676,27.653338772217744,7.232319982959194,81.28646637202974,16.55258929651996,9,Level 1,Commuter
Chevy Bolt,55.475337534250045,Los Angeles,2024-01-06 05:00:00,1.0816146229515173,53.47303540044738,40.888495541993564,47.46003247244494,100.0,32.34909364024789,8,DC Fast Charger,Commuter
BMW i3,39.822610623455134,Chicago,2024-01-16 15:00:00,1.9324184006064944,28.323284535112705,39.80912193837988,16.15551787249671,100.0,20.497186183483908,4,Level 2,Long-Distance Traveler
Nissan Leaf,42.49440097089846,New York,2024-02-06 17:00:00,0.746542611162112,7.859672302096177,8.568458889074055,65.5277842133052,82.9818355165092,4.588307218578983,5,Level 1,Commuter
Chevy Bolt,51.0520787319527,New York,2024-03-05 04:00:00,3.6648738808852013,45.27000352504507,100.21698150916627,49.57225181991933,100.0,3.176474393117285,5,DC Fast Charger,Long-Distance Traveler
Nissan Leaf,48.250851299160054,Houston,2024-03-12 15:00:00,4.510681920119293,8.124125504250456,22.63424708991659,50.95720272219937,96.32099457156498,15.008029652988878,2,Level 1,Casual Driver
Hyundai Kona,68.02400946977681,Chicago,2024-03-18 10:00:00,3.3614353729895314,44.70560123775196,101.65436009640214,20.11771771973323,100.0,30.012812359734784,7,DC Fast Charger,Commuter
Tesla Model 3,70.71295916567428,Houston,2024-02-28 04:00:00,4.719888569801676,7.546733705570776,27.245339720453668,62.248999473686695,97.91466819579594,36.83572333753568,7,Level 1,Casual Driver
Nissan Leaf,,Chicago,2024-01-27 20:00:00,1.0782679032554434,4.496314081150455,4.889641158729571,39.952617100908064,48.2429995983334,0.9108200367656849,9,Level 1,Casual Driver
Tesla Model 3,84.77879253658486,San Francisco,2024-03-04 03:00:00,0.8948026726821451,7.05818934682459,9.287115958120355,60.71047155792498,72.17478753840032,24.46822957364071,9,Level 1,Casual Driver
Chevy Bolt,58.01797170238537,Los Angeles,2024-02-23 04:00:00,4.272857290253169,9.37858615657753,29.816004813294903,22.61158586409794,79.7896289338006,,4,Level 1,Long-Distance Traveler
Tesla Model 3,73.26732168187951,San Francisco,2024-02-25 08:00:00,4.349800289239285,6.402460554869883,15.983559129714385,54.105011351386,78.12508331370545,16.109350580917805,5,Level 1,Casual Driver
Nissan Leaf,47.46737106736502,Chicago,2024-01-15 11:00:00,4.239677871982076,27.468452194246556,72.1732125461948,42.34684873790309,100.0,7.229097453085677,7,Level 2,Casual Driver
Hyundai Kona,78.8328260284267,Los Angeles,2024-01-09 23:00:00,4.095342061401855,70.0,179.1550946114352,8.147254877687805,100.0,17.359241030565077,7,DC Fast Charger,Casual Driver
Chevy Bolt,60.17661394540865,New York,2024-01-27 13:00:00,2.1300276377239706,21.85526342594394,25.48105000798503,31.34725104526365,75.69743057418209,6.689846481356458,8,Level 2,Long-Distance Traveler
Nissan Leaf,34.20892826455513,New York,2024-01-27 20:00:00,1.478579376161245,8.22838431248397,11.238975387451925,16.954180233025216,46.47453720931789,16.809788918187756,8,Level 1,Casual Driver
Chevy Bolt,57.17638707045265,Houston,2024-01-09 11:00:00,4.679618089990055,,69.09696834472078,28.346283212119147,100.0,33.77909411101449,2,Level 2,Casual Driver
BMW i3,48.198094466815206,Chicago,2024-01-14 22:00:00,1.881500822817503,7.450207318348157,14.243358211363432,29.917856227239458,54.757037166649965,27.574850239872408,9,Level 1,Commuter
Tesla Model 3,,Chicago,2024-02-16 10:00:00,2.2928345697381447,8.575792048317792,28.744030941654735,35.870342946845014,77.90985998685417,42.96501932826774,4,Level 1,Long-Distance Traveler
BMW i3,40.75030080144589,New York,2024-03-16 14:00:00,3.6480153175323493,20.759524840636686,48.595153803539866,44.0188787773501,100.0,26.31628675642397,1,Level 2,Casual Driver
Nissan Leaf,41.46292440715815,San Francisco,2024-03-13 08:00:00,1.8201023599729442,18.687279498627287,18.606975528490274,42.11354741238295,84.33558825190734,22.094216833961696,1,Level 2,Commuter
Hyundai Kona,57.54099719514633,Los Angeles,2024-03-23 21:00:00,4.186085997024506,3.947354457138984,15.88399492734983,7.5344413058246795,30.86527857355567,26.634747290148614,5,Level 1,Long-Distance Traveler
Chevy Bolt,66.57860737125647,San Francisco,2024-03-16 10:00:00,0.8151558063430157,6.314483013826343,9.988660598702658,53.79479920176692,70.75115606810141,10.690421967016317,7,Level 1,Long-Distance Traveler
Tesla Model 3,80.55174012163499,San Francisco,2024-03-11 16:00:00,4.060322003250205,,139.2750748589799,66.69695249072993,100.0,-5.032340185128934,5,DC Fast Charger,Long-Distance Traveler
Chevy Bolt,72.05727545715175,New York,2024-02-16 14:00:00,3.208330951780119,5.120405777613737,7.065512892649787,27.66428378402283,36.0670925504774,29.55405381756886,3,Level 1,Long-Distance Traveler
Nissan Leaf,,New York,2024-02-06 18:00:00,3.078471398511168,23.233389482663785,40.80193898798181,16.683548586986806,100.0,-1.543949016844806,7,Level 2,Long-Distance Traveler
Chevy Bolt,54.23466218660377,New York,2024-03-28 10:00:00,2.562696676123973,21.384450682345346,37.56639835761815,40.10010160250004,100.0,33.45921266357099,1,Level 2,Long-Distance Traveler
Tesla Model 3,79.24295248727353,Houston,2024-01-20 10:00:00,1.7467051832754008,5.758563753914805,9.963605571406369,50.81934033586936,64.35841354147684,29.009764920101794,1,Level 1,Casual Driver
Nissan Leaf,44.940108367579285,San Francisco,2024-02-28 21:00:00,2.5883162844405647,3.2939193404934666,13.689586607587373,49.12881814429811,79.35749395577713,9.805746251474721,2,Level 1,Casual Driver
Chevy Bolt,66.23687288475207,Chicago,2024-03-14 08:00:00,2.525128304084093,28.814273495603935,50.953966482860935,44.78712253755579,100.0,,1,Level 2,Casual Driver
Hyundai Kona,58.56210496476485,Los Angeles,2024-01-19 22:00:00,3.1268938495238148,24.58595265191689,51.14333005820278,14.505096388333557,100.0,19.861536726510394,9,Level 2,Casual Driver
Nissan Leaf,35.51831148822262,Houston,2024-02-18 08:00:00,1.7670842863498861,35.3264391385463,31.30787709910818,59.393618136194895,100.0,8.933944190955946,4,Level 2,Commuter
Nissan Leaf,34.301814404454944,Chicago,2024-03-24 01:00:00,0.8491801188926706,27.397065069787708,20.49345879111954,32.66540155722299,93.28690333543292,26.48624227218765,7,Level 2,Casual Driver
Hyundai Kona,75.23312395897207,San Francisco,2024-03-30 22:00:00,1.152902509876122,60.72435182918838,57.79263022571617,19.39545789707155,97.4745950439143,27.544037378986314,5,DC Fast Charger,Long-Distance Traveler
BMW i3,45.73727294305223,New York,2024-02-22 15:00:00,3.646298441577078,13.253231344883009,36.18513351379217,10.607299169101271,93.44516368219568,2.68446271823915,7,Level 2,Casual Driver
Tesla Model 3,68.43025100633031,San Francisco,2024-01-08 18:00:00,0.6012154833599321,13.165823177192204,6.072774392985691,32.08674247324819,41.82556985526541,10.122691914613837,7,Level 2,Casual Driver
BMW i3,42.763133632542726,Los Angeles,2024-02-07 15:00:00,4.353993700904435,22.211560305262935,60.887338305863175,45.168248045074975,100.0,,1,Level 2,Long-Distance Traveler
Chevy Bolt,,Houston,2024-03-08 10:00:00,3.6247879736596103,16.259422882593437,42.89739737235206,48.249551094848,100.0,33.68696397164468,1,Level 2,Casual Driver
Hyundai Kona,57.19192971724022,Houston,2024-01-10 08:00:00,3.956389435884723,18.59356576577987,55.89422509633854,67.5778992408217,100.0,27.82741994777634,3,Level 2,Casual Driver
BMW i3,42.21710366373962,Los Angeles,2024-01-02 07:00:00,4.261930020920637,34.63132090062484,87.16347929098849,14.954625438144232,100.0,-7.97101961831185,2,Level 2,Casual Driver
Nissan Leaf,40.953476438602195,Chicago,2024-02-04 21:00:00,1.0521969976858152,27.949380858409306,18.599394131023313,69.07528823784088,100.0,16.496069867410075,7,Level 2,Commuter
Chevy Bolt,,Chicago,2024-02-21 10:00:00,4.201029909365298,5.128688915336408,18.290487832025615,47.553932237194815,73.01655661418508,25.67208340404132,3,Level 1,Casual Driver
Chevy Bolt,56.06587484540236,Houston,2024-02-06 01:00:00,2.7708909694657535,10.169397432150623,20.137537948084052,34.524888750968096,69.71605888043791,10.400482190564542,7,Level 2,Long-Distance Traveler
BMW i3,31.74360405482797,Houston,2024-01-24 10:00:00,4.484857274389387,4.9601253237919,19.687239167431066,62.73262468013036,100.0,9.471051735218076,9,Level 1,Long-Distance Traveler
BMW i3,35.706277587864136,New York,2024-02-13 14:00:00,4.4896397047715455,5.885611114122555,19.860256285716275,50.14118322697053,100.0,11.03654380414037,1,Level 1,Casual Driver
Hyundai Kona,57.75146803597444,Chicago,2024-02-19 09:00:00,0.6088011968937659,6.357472661479848,2.0,27.66661896570599,38.844026629089086,16.30427449890659,3,Level 1,Casual Driver
Tesla Model 3,71.58458259173683,Los Angeles,2024-02-25 23:00:00,2.222893469675925,15.604768744616894,22.236351851981098,62.46557027747001,95.2672366627389,8.250878951882953,6,Level 2,Casual Driver
BMW i3,35.72097762523715,Chicago,2024-01-21 11:00:00,2.8687945813937303,,47.991246760216626,48.330004693269764,100.0,,9,Level 2,Long-Distance Traveler
BMW i3,46.93273203491364,New York,2024-01-02 07:00:00,3.5526204040230587,5.577078412283493,4.112905055567918,50.424428126624264,57.489389789166914,9.671582370656122,5,Level 1,Long-Distance Traveler
Nissan Leaf,34.4198361849526,Houston,2024-03-25 21:00:00,1.7878381100786027,25.24288836301355,34.169796983812965,63.2653427255917,100.0,7.5660950962169995,3,Level 2,Commuter
Chevy Bolt,60.12010780979538,Houston,2024-03-14 11:00:00,1.6346401729909352,22.26943710945511,26.871626459340323,34.14705351798859,81.58625114665938,15.215697199652876,8,Level 2,Commuter
Tesla Model 3,91.00153746817739,New York,2024-01-30 23:00:00,2.215695735900713,8.876954110172084,16.445223088446063,47.698766887384174,65.68777989953148,37.746998648570994,5,Level 1,Commuter
Nissan Leaf,,Los Angeles,2024-01-23 01:00:00,2.754224112874525,20.810398357784774,42.784189765620646,53.40478640645573,100.0,26.303358421889392,6,Level 2,Long-Distance Traveler
Hyundai Kona,67.15529908198651,Houston,2024-03-05 21:00:00,4.78015804132436,17.37506780671015,102.1007255730085,34.5061037785008,100.0,27.066366013408846,2,Level 2,Commuter
Hyundai Kona,77.00121340521612,San Francisco,2024-02-09 06:00:00,3.9294881001384687,19.00706397949017,44.17403679287187,10.424387522956573,67.92636218896493,23.435015255609315,4,Level 2,Casual Driver
BMW i3,49.473897385421836,Houston,2024-03-26 09:00:00,2.4319452512196738,19.077574428210976,34.28557747872418,55.14358499113345,100.0,8.63622866560425,1,Level 2,Casual Driver
BMW i3,45.39074620411562,San Francisco,2024-03-01 10:00:00,0.744647802980827,32.32275275788117,24.645660468171716,8.108062928318517,63.67097457005227,12.319210596793718,4,Level 2,Long-Distance Traveler
Hyundai Kona,61.82491205038872,New York,2024-01-13 07:00:00,1.2583426646469171,7.153010543678577,8.924576397972029,51.664436111977984,68.92183995868282,10.280048827359373,1,Level 1,Commuter
BMW i3,41.86386675126124,New York,2024-03-08 18:00:00,2.551659909437377,7.009265629407754,14.562679302729128,64.20688855409594,95.295769043698,33.09872002262354,4,Level 1,Casual Driver
Tesla Model 3,74.42956905867035,Houston,2024-01-08 05:00:00,4.162216550444169,8.764053081417098,28.06850912352043,27.552984894051203,67.02273038526468,23.544040775393324,2,Level 1,Long-Distance Traveler
BMW i3,39.59144671456735,Chicago,2024-03-15 10:00:00,2.213129910548048,49.99944116196696,62.6787872459173,11.634016033958744,100.0,-0.007668432344456022,6,DC Fast Charger,Commuter
Chevy Bolt,61.27221907129755,San Francisco,2024-01-04 04:00:00,2.9232349283527688,9.243352638628739,22.46731850715989,20.136159336404674,58.90846147439599,37.431836940616314,6,Level 1,Casual Driver
BMW i3,44.10448618228594,Los Angeles,2024-03-19 11:00:00,4.513121987382959,6.255844478597771,15.929645074633623,41.54830166815051,78.62695658785398,16.016582826664887,8,Level 1,Commuter
Nissan Leaf,33.77685766420887,Houston,2024-01-14 06:00:00,4.61208316741983,46.21088199669849,131.26306876161877,66.2728833018956,100.0,27.840536174242658,9,DC Fast Charger,Long-Distance Traveler
Tesla Model 3,88.0563399996984,Los Angeles,2024-02-23 10:00:00,1.4709874839921022,42.15781203188138,44.95240912854854,38.29837744259759,89.23542856000651,32.628055280557014,8,DC Fast Charger,Commuter
